X,y,w,ids
CC[C@@H](CNC(=O)C(C)(F)F)NC(=O)[C@@H](C)c1ccc(Cl)cc1,3.11,1.0,CC[C@@H](CNC(=O)C(C)(F)F)NC(=O)[C@@H](C)c1ccc(Cl)cc1
CCOC(=O)[C@H](NCCc1ccc(OC)cc1)[C@H](C)CC,2.805,1.0,CCOC(=O)[C@H](NCCc1ccc(OC)cc1)[C@H](C)CC
COC[C@@H](C)OC[C@@H](O)CN(C)Cc1ccc(SC)c(OC)c1,2.261,1.0,COC[C@@H](C)OC[C@@H](O)CN(C)Cc1ccc(SC)c(OC)c1
Cc1c(Cl)cccc1NC(=O)N[C@H](C)C(=O)NC(C)(C)C,3.073,1.0,Cc1c(Cl)cccc1NC(=O)N[C@H](C)C(=O)NC(C)(C)C
CCO[C@@H](CCNC(=O)NCC#Cc1ccccc1)C(C)C,2.789,1.0,CCO[C@@H](CCNC(=O)NCC#Cc1ccccc1)C(C)C
COc1c(C)cc(Br)cc1CN(C)CC#N,2.722,1.0,COc1c(C)cc(Br)cc1CN(C)CC#N
COc1cccc([C@H](C)NCC[C@@H](C)NC(=O)CC(C)(F)F)c1,3.286,1.0,COc1cccc([C@H](C)NCC[C@@H](C)NC(=O)CC(C)(F)F)c1
CCc1cccc(NC(=O)C(=O)NC[C@@H](O)C(F)F)c1,0.93,1.0,CCc1cccc(NC(=O)C(=O)NC[C@@H](O)C(F)F)c1
O=C(O)[C@H](CF)NC(=O)CCCNC(=O)c1ccc(F)cc1,0.875,1.0,O=C(O)[C@H](CF)NC(=O)CCCNC(=O)c1ccc(F)cc1
CCNS(=O)(=O)c1ccccc1S(=O)(=O)NC[C@@H](C)O,-0.356,1.0,CCNS(=O)(=O)c1ccccc1S(=O)(=O)NC[C@@H](C)O
CC(C)[C@H](CO)NC(=O)CSCc1ccc(F)cc1,2.192,1.0,CC(C)[C@H](CO)NC(=O)CSCc1ccc(F)cc1
CC(C)NC(=O)c1ccc(C(=O)O[C@H](C)C(C)(C)C#N)cc1,2.92,1.0,CC(C)NC(=O)c1ccc(C(=O)O[C@H](C)C(C)(C)C#N)cc1
CNC(=O)NC(=O)[C@@H](C)NCCN(C)C(=O)[C@@H]1CCN(C)C1,-1.17,1.0,CNC(=O)NC(=O)[C@@H](C)NCCN(C)C(=O)[C@@H]1CCN(C)C1
C[C@H](C(=O)N1CC[C@H]([C@H](C)O)C1)N(C)CC(F)(F)F,1.098,1.0,C[C@H](C(=O)N1CC[C@H]([C@H](C)O)C1)N(C)CC(F)(F)F
CC(=O)NCC(=O)N1C[C@@H](C)[C@@H](CNC(=O)CCNC(N)=O)C1,-1.608,1.0,CC(=O)NCC(=O)N1C[C@@H](C)[C@@H](CNC(=O)CCNC(N)=O)C1
CCOCC(=O)N[C@@H]1CN(C[C@H](O)COCCOC)C[C@@H]1O,-1.7919999999999998,1.0,CCOCC(=O)N[C@@H]1CN(C[C@H](O)COCCOC)C[C@@H]1O
CC(C)C[C@H](C)C(=O)N1CC[C@](O)(CNC(=O)C(N)=O)C1,-0.767,1.0,CC(C)C[C@H](C)C(=O)N1CC[C@](O)(CNC(=O)C(N)=O)C1
CC(C)(CCCO)CNC(=O)N1C[C@H](O)[C@H](CO)C1,-0.22,1.0,CC(C)(CCCO)CNC(=O)N1C[C@H](O)[C@H](CO)C1
NS(=O)(=O)CCCC(=O)NC[C@H]1CCN(CCCO)C1,-1.124,1.0,NS(=O)(=O)CCCC(=O)NC[C@H]1CCN(CCCO)C1
COC(=O)CNC(=O)[C@@H]1CCCN1C[C@H](C)CS(C)(=O)=O,-0.579,1.0,COC(=O)CNC(=O)[C@@H]1CCCN1C[C@H](C)CS(C)(=O)=O
C[C@@H]1[C@H](CNS(=O)(=O)C(F)(F)F)CCN1C(=O)OC(C)(C)C,2.071,1.0,C[C@@H]1[C@H](CNS(=O)(=O)C(F)(F)F)CCN1C(=O)OC(C)(C)C
CC[C@H](C)[C@H](NC(=O)[C@H]1CCN(C)C1)C(=O)OC,0.642,1.0,CC[C@H](C)[C@H](NC(=O)[C@H]1CCN(C)C1)C(=O)OC
C=C/C(C)=C\CC(=O)N1C[C@@H](CNCC(=O)NC(C)(C)C)[C@H](C)C1,2.108,1.0,C=C/C(C)=C\CC(=O)N1C[C@@H](CNCC(=O)NC(C)(C)C)[C@H](C)C1
CNC(=O)CN[C@H]1CCN(C(=O)C(C)(C)S(C)(=O)=O)C1,-1.254,1.0,CNC(=O)CN[C@H]1CCN(C(=O)C(C)(C)S(C)(=O)=O)C1
CCS(=O)(=O)NCCN[C@@H]1CN(C(=O)C(=O)C(C)(C)C)C[C@H]1C,-0.023,1.0,CCS(=O)(=O)NCCN[C@@H]1CN(C(=O)C(=O)C(C)(C)C)C[C@H]1C
CCCC[C@@H](C)N(CCCC)C(=O)NC[C@H]1CCCN1,3.129,1.0,CCCC[C@@H](C)N(CCCC)C(=O)NC[C@H]1CCCN1
CNC(=O)CN[C@@H]1CCN(C(=O)CCS(C)(=O)=O)C1,-1.642,1.0,CNC(=O)CN[C@@H]1CCN(C(=O)CCS(C)(=O)=O)C1
CCC(=O)N1CC[C@H](C(=O)N(C)CCN(C)C[C@H](O)COC)C1,-0.358,1.0,CCC(=O)N1CC[C@H](C(=O)N(C)CCN(C)C[C@H](O)COC)C1
CC(C)(C)C(=O)NCCC(=O)N1C[C@H](C(N)=O)[C@@H](C(N)=O)C1,-1.416,1.0,CC(C)(C)C(=O)NCCC(=O)N1C[C@H](C(N)=O)[C@@H](C(N)=O)C1
CCCN(C)CC(=O)N[C@@H]1CCN(CC(=O)NC(=O)NCC)C1,-0.636,1.0,CCCN(C)CC(=O)N[C@@H]1CCN(CC(=O)NC(=O)NCC)C1
CCN(C)CCC(=O)N(C)[C@H]1CCN(CC(=O)N(C)CC)C1,0.339,1.0,CCN(C)CCC(=O)N(C)[C@H]1CCN(CC(=O)N(C)CC)C1
CCO[C@@H](C)C(=O)N1CC[C@H](CCNC(=O)C(N)=O)C1,-0.7490000000000001,1.0,CCO[C@@H](C)C(=O)N1CC[C@H](CCNC(=O)C(N)=O)C1
CCCCC(=O)N1C[C@@H](O)[C@H](NC(=O)CN(C)C(=O)COC)C1,-1.031,1.0,CCCCC(=O)N1C[C@@H](O)[C@H](NC(=O)CN(C)C(=O)COC)C1
CCNC(=O)NC(=O)CN1C[C@@H](O)[C@H](NC(=O)C(C)(C)COC)C1,-1.334,1.0,CCNC(=O)NC(=O)CN1C[C@@H](O)[C@H](NC(=O)C(C)(C)COC)C1
CCNC(=O)CN1CC[C@H](NC(=O)[C@H](C)NC(N)=O)C1,-1.63,1.0,CCNC(=O)CN1CC[C@H](NC(=O)[C@H](C)NC(N)=O)C1
CC[C@@H](C)CC(=O)N[C@H]1CCN(C(=O)CCNC(=O)COC)C1,0.292,1.0,CC[C@@H](C)CC(=O)N[C@H]1CCN(C(=O)CCNC(=O)COC)C1
C=C(Cl)CN[C@H]1CCN(C(=O)[C@H](CCC)OCC)[C@H]1C,2.523,1.0,C=C(Cl)CN[C@H]1CCN(C(=O)[C@H](CCC)OCC)[C@H]1C
C#CCCNC[C@]1(C)CN(C(=O)[C@H](CC)CC(C)C)C[C@H]1C,3.156,1.0,C#CCCNC[C@]1(C)CN(C(=O)[C@H](CC)CC(C)C)C[C@H]1C
CCCN(CCC)CCCC(=O)N1CC[C@H](NC(C)=O)C1,1.626,1.0,CCCN(CCC)CCCC(=O)N1CC[C@H](NC(C)=O)C1
C=CCNC(=O)[C@H](C)N1C[C@@H](NC(=O)CC(C)(F)F)[C@@H](O)C1,-0.116,1.0,C=CCNC(=O)[C@H](C)N1C[C@@H](NC(=O)CC(C)(F)F)[C@@H](O)C1
CN(C)S(=O)(=O)NCC(=O)N1CC[C@@H](NCC#N)C1,-1.904,1.0,CN(C)S(=O)(=O)NCC(=O)N1CC[C@@H](NCC#N)C1
CCCN1C[C@@H](C)[C@H](NC(=O)C(C)(C)S(C)(=O)=O)C1,0.6559999999999999,1.0,CCCN1C[C@@H](C)[C@H](NC(=O)C(C)(C)S(C)(=O)=O)C1
CC[C@@H](F)CN1C[C@@H](NC(=O)CS(C)(=O)=O)[C@@H](O)C1,-1.06,1.0,CC[C@@H](F)CN1C[C@@H](NC(=O)CS(C)(=O)=O)[C@@H](O)C1
C#CCNC[C@]1(C)CN(C(=O)[C@H](O)C(C)C)C[C@H]1C,0.711,1.0,C#CCNC[C@]1(C)CN(C(=O)[C@H](O)C(C)C)C[C@H]1C
CC(=O)NCC(=O)NC[C@@H]1CN(C(=O)C(C)(F)F)C[C@@H]1O,-1.287,1.0,CC(=O)NCC(=O)NC[C@@H]1CN(C(=O)C(C)(F)F)C[C@@H]1O
CO[C@H](C)CN1C[C@@H](O)[C@H](NC(=O)CCOCC(F)F)C1,-0.146,1.0,CO[C@H](C)CN1C[C@@H](O)[C@H](NC(=O)CCOCC(F)F)C1
CCN(C)C(=O)CN(C)[C@H]1CCN(C(=O)CCCCNC(N)=O)C1,-0.1639999999999999,1.0,CCN(C)C(=O)CN(C)[C@H]1CCN(C(=O)CCCCNC(N)=O)C1
C#CCCN[C@H]1CCN(C(=O)[C@H](C)C(C)C)[C@H]1C,1.881,1.0,C#CCCN[C@H]1CCN(C(=O)[C@H](C)C(C)C)[C@H]1C
C[C@@H]1CN(C(=O)CC(C)(C)C)C[C@@H]1NC(=O)/C=C/C(C)(C)C,2.988,1.0,C[C@@H]1CN(C(=O)CC(C)(C)C)C[C@@H]1NC(=O)/C=C/C(C)(C)C
COCCCCN[C@@H]1CN(C(=O)[C@H](C)CC(C)C)C[C@H]1C,2.532,1.0,COCCCCN[C@@H]1CN(C(=O)[C@H](C)CC(C)C)C[C@H]1C
CCO[C@@H](CC)C(=O)N1C[C@@H](NC(=O)CNC(=O)OC)[C@@H](O)C1,-1.155,1.0,CCO[C@@H](CC)C(=O)N1C[C@@H](NC(=O)CNC(=O)OC)[C@@H](O)C1
COCC(C)(C)C(=O)NC[C@H]1CCN(CC(N)=O)C1,-0.418,1.0,COCC(C)(C)C(=O)NC[C@H]1CCN(CC(N)=O)C1
COC(=O)CNC(=O)[C@H](C)N1CC[C@H](CS(N)(=O)=O)C1,-1.726,1.0,COC(=O)CNC(=O)[C@H](C)N1CC[C@H](CS(N)(=O)=O)C1
CNC(=O)NCCC(=O)NC[C@@]1(O)CCN(C(=O)COC)C1,-1.969,1.0,CNC(=O)NCCC(=O)NC[C@@]1(O)CCN(C(=O)COC)C1
C=CCNC(=O)CN[C@H]1CCN(C(=O)[C@H](C)NC(=O)COC)[C@H]1C,-0.981,1.0,C=CCNC(=O)CN[C@H]1CCN(C(=O)[C@H](C)NC(=O)COC)[C@H]1C
COC(=O)[C@@H](F)CNC(=O)N1C[C@@H](C)[C@H](CC(=O)O)C1,0.25,1.0,COC(=O)[C@@H](F)CNC(=O)N1C[C@@H](C)[C@H](CC(=O)O)C1
CNC(=O)NCC(=O)NC[C@@H]1CN(C[C@H](C)OC)C[C@H]1C,-0.366,1.0,CNC(=O)NCC(=O)NC[C@@H]1CN(C[C@H](C)OC)C[C@H]1C
CCCNC(=O)[C@@H](C)N(C)[C@@H]1CCN(C(=O)CNC(=O)OC)C1,-0.21,1.0,CCCNC(=O)[C@@H](C)N(C)[C@@H]1CCN(C(=O)CNC(=O)OC)C1
CO[C@@H]1CCN(C(=O)C(=O)N[C@@H](C)CS(C)(=O)=O)C1,-1.217,1.0,CO[C@@H]1CCN(C(=O)C(=O)N[C@@H](C)CS(C)(=O)=O)C1
NC(=O)CCCC(=O)N1C[C@@H](O)[C@@H](CNC(=O)CC(F)(F)F)C1,-0.47,1.0,NC(=O)CCCC(=O)N1C[C@@H](O)[C@@H](CNC(=O)CC(F)(F)F)C1
CC(=O)NCC(=O)N1CCC[C@H]1C(=O)N(C)CCCCCO,-0.266,1.0,CC(=O)NCC(=O)N1CCC[C@H]1C(=O)N(C)CCCCCO
CC(C)=CCOC(=O)[C@]1(F)CCN(C(=O)OC(C)(C)C)C1,2.845,1.0,CC(C)=CCOC(=O)[C@]1(F)CCN(C(=O)OC(C)(C)C)C1
CN(C)CC(=O)N[C@@]1(C)CCN(C(=O)CN(C)C)C1,-0.7829999999999999,1.0,CN(C)CC(=O)N[C@@]1(C)CCN(C(=O)CN(C)C)C1
CNC[C@H]1CCN(S(=O)(=O)CCCOC)C1,-0.106,1.0,CNC[C@H]1CCN(S(=O)(=O)CCCOC)C1
CC(C)(C)OC(=O)[C@H]1CCN(C(=O)[C@@H](N)CO)C1,-0.504,1.0,CC(C)(C)OC(=O)[C@H]1CCN(C(=O)[C@@H](N)CO)C1
CCCOCC(=O)NC[C@@H]1CN(C(=O)C(F)F)C[C@H]1C,0.889,1.0,CCCOCC(=O)NC[C@@H]1CN(C(=O)C(F)F)C[C@H]1C
CC(=O)NCC(=O)NC[C@@H](C)NCC(=O)N1CCCC1,-1.161,1.0,CC(=O)NCC(=O)NC[C@@H](C)NCC(=O)N1CCCC1
C=CCCS(=O)(=O)N1CC[C@@H](COCCOC)C1,0.877,1.0,C=CCCS(=O)(=O)N1CC[C@@H](COCCOC)C1
CN(C)C(=O)CN1C[C@@H](NC(=O)CCS(C)(=O)=O)[C@@H](O)C1,-2.329,1.0,CN(C)C(=O)CN1C[C@@H](NC(=O)CCS(C)(=O)=O)[C@@H](O)C1
CCCOCC(=O)N(CCO)CCNC(=O)[C@@H]1CN(C)C[C@H]1C,-0.452,1.0,CCCOCC(=O)N(CCO)CCNC(=O)[C@@H]1CN(C)C[C@H]1C
CC(C)(C)CC(=O)N[C@H]1CCN(CC(=O)NC(N)=O)C[C@@H]1O,-0.831,1.0,CC(C)(C)CC(=O)N[C@H]1CCN(CC(=O)NC(N)=O)C[C@@H]1O
C=C(C)CN(CC)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1,3.241,1.0,C=C(C)CN(CC)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1
COC(=O)N1CCC(C(=O)NC[C@@H](O)C(N)=O)CC1,-1.5730000000000002,1.0,COC(=O)N1CCC(C(=O)NC[C@@H](O)C(N)=O)CC1
CO[C@@]1(C(F)(F)F)CCCN(CCC(C)C)C1,3.076,1.0,CO[C@@]1(C(F)(F)F)CCCN(CCC(C)C)C1
CCC(=O)N1CCC[C@@H](C)[C@@H]1CNC(=O)COC,0.7859999999999999,1.0,CCC(=O)N1CCC[C@@H](C)[C@@H]1CNC(=O)COC
C#CCO[C@H](C)C(=O)NC[C@@H]1CCCCN1C(=O)C(C)C,1.178,1.0,C#CCO[C@H](C)C(=O)NC[C@@H]1CCCCN1C(=O)C(C)C
C[C@@H]1[C@H](NC(=O)NC(C)(C)CCCN(C)C)CCCN1C,1.889,1.0,C[C@@H]1[C@H](NC(=O)NC(C)(C)CCCN(C)C)CCCN1C
CC(C)CCCNC[C@@H]1CN(C(=O)CC(=O)N(C)C)CC[C@H]1C,1.975,1.0,CC(C)CCCNC[C@@H]1CN(C(=O)CC(=O)N(C)C)CC[C@H]1C
CCCC[C@H](CC)C(=O)N1CCCC[C@H]1CNC(=O)C(F)F,2.965,1.0,CCCC[C@H](CC)C(=O)N1CCCC[C@H]1CNC(=O)C(F)F
CCN1CCC(N(C)CC(CC)(CC)CN)CC1,2.168,1.0,CCN1CCC(N(C)CC(CC)(CC)CN)CC1
C#CCNC(=O)CN[C@H]1CCCN(C(=O)CC(=O)NCC)C1,-1.157,1.0,C#CCNC(=O)CN[C@H]1CCCN(C(=O)CC(=O)NCC)C1
C[C@@H]1CC[C@@H](C(=O)O)CN1S(=O)(=O)CCCC#N,0.805,1.0,C[C@@H]1CC[C@@H](C(=O)O)CN1S(=O)(=O)CCCC#N
COC[C@@H](C)C(=O)NCC[C@@H]1CCCCN1C(=O)CCNC(N)=O,0.215,1.0,COC[C@@H](C)C(=O)NCC[C@@H]1CCCCN1C(=O)CCNC(N)=O
CCCCN1CC[C@@H](NC(=O)[C@@H](NC(C)=O)C(C)(C)C)C(C)(C)C1,2.5540000000000003,1.0,CCCCN1CC[C@@H](NC(=O)[C@@H](NC(C)=O)C(C)(C)C)C(C)(C)C1
CC(C)N(C[C@@H](O)CO)C(=O)NCCC(=O)N1CCCCC1,0.162,1.0,CC(C)N(C[C@@H](O)CO)C(=O)NCCC(=O)N1CCCCC1
NC(=O)NC1CCN(C(=O)COCC(=O)O)CC1,-1.253,1.0,NC(=O)NC1CCN(C(=O)COCC(=O)O)CC1
C=CC[C@H]1CCCN(C(=O)NCCOCCCC)C1,2.801,1.0,C=CC[C@H]1CCCN(C(=O)NCCOCCCC)C1
COCC(=O)N(C)CC(=O)N1CCCC[C@H]1C(N)=O,-1.042,1.0,COCC(=O)N(C)CC(=O)N1CCCC[C@H]1C(N)=O
COC(=O)CCS(=O)(=O)N1CC[C@@H](C)[C@@](C)(O)C1,-0.028,1.0,COC(=O)CCS(=O)(=O)N1CC[C@@H](C)[C@@](C)(O)C1
C#CCN(CC#N)C(=O)C1CCN(S(N)(=O)=O)CC1,-1.113,1.0,C#CCN(CC#N)C(=O)C1CCN(S(N)(=O)=O)CC1
COC[C@@H](O)CNC[C@H](O)CN(C)C(=O)C1CCN(C(C)=O)CC1,-1.339,1.0,COC[C@@H](O)CNC[C@H](O)CN(C)C(=O)C1CCN(C(C)=O)CC1
CCN1CC[C@H](N(C)C(=O)C(=O)NC[C@H](COC)OC)C[C@H]1C,0.095,1.0,CCN1CC[C@H](N(C)C(=O)C(=O)NC[C@H](COC)OC)C[C@H]1C
CCS(=O)(=O)NCC(=O)N1CC[C@@H](NC(=O)CC(N)=O)C[C@@H]1C,-1.703,1.0,CCS(=O)(=O)NCC(=O)N1CC[C@@H](NC(=O)CC(N)=O)C[C@@H]1C
CC#CCCOC(=O)[C@@H]1CCCN(CC(F)(F)F)C1,2.217,1.0,CC#CCCOC(=O)[C@@H]1CCCN(CC(F)(F)F)C1
CCNC(=S)N1CCC[C@H](CCC(=O)OC)C1,1.546,1.0,CCNC(=S)N1CCC[C@H](CCC(=O)OC)C1
CNS(=O)(=O)CCC(=O)NCC1CCN(CCCOC)CC1,-0.21,1.0,CNS(=O)(=O)CCC(=O)NCC1CCN(CCCOC)CC1
CO[C@H](C)C(=O)NC1(C)CCN([C@@H](C)C(N)=O)CC1,-0.134,1.0,CO[C@H](C)C(=O)NC1(C)CCN([C@@H](C)C(N)=O)CC1
COC[C@H](C)CC(=O)N1CCCC[C@@H]1CNC(=O)C(N)=O,-0.358,1.0,COC[C@H](C)CC(=O)N1CCCC[C@@H]1CNC(=O)C(N)=O
CCN(CC)C[C@@H](C)NC(=O)N1CCC[C@@](C)(CC)C1,2.938,1.0,CCN(CC)C[C@@H](C)NC(=O)N1CCC[C@@](C)(CC)C1
C=CC(C)(C)CC(=O)N1CCC[C@@H](NC(=O)C(F)=C(C)C)C1,2.959,1.0,C=CC(C)(C)CC(=O)N1CCC[C@@H](NC(=O)C(F)=C(C)C)C1
CCOCCOCCCC(=O)N1CCCC[C@@H]1C(C)C,2.857,1.0,CCOCCOCCCC(=O)N1CCCC[C@@H]1C(C)C
CCNC(=O)CC(=O)N1CC[C@H](OC)C[C@H]1C(=O)OC,-0.308,1.0,CCNC(=O)CC(=O)N1CC[C@H](OC)C[C@H]1C(=O)OC
C=CCCCCCN1CC[C@H](NC(=O)C(C)(C)C(C)C)[C@@H](O)C1,2.966,1.0,C=CCCCCCN1CC[C@H](NC(=O)C(C)(C)C(C)C)[C@@H](O)C1
COCCN(C)CCNC(=O)N1CCC(C#N)(C(=O)O)CC1,-0.035,1.0,COCCN(C)CCNC(=O)N1CCC(C#N)(C(=O)O)CC1
C[C@@H](CC(N)=O)C(=O)NC1CCN(C(=O)CCC(F)(F)F)CC1,0.948,1.0,C[C@@H](CC(N)=O)C(=O)NC1CCN(C(=O)CCC(F)(F)F)CC1
CNS(=O)(=O)C1CCN(C(=O)C[C@@H](C)COC)CC1,0.199,1.0,CNS(=O)(=O)C1CCN(C(=O)C[C@@H](C)COC)CC1
CCCCN1CC[C@@H](NC(=O)CNS(=O)(=O)N(C)C)[C@H](O)C1,-1.266,1.0,CCCCN1CC[C@@H](NC(=O)CNS(=O)(=O)N(C)C)[C@H](O)C1
C#CCNC(=O)CN1CCC(CNC(=O)C[C@H](C)CCCCC)CC1,2.171,1.0,C#CCNC(=O)CN1CCC(CNC(=O)C[C@H](C)CCCCC)CC1
CNC(=O)CCCC(=O)NC1(C)CCN(CCO)CC1,-0.134,1.0,CNC(=O)CCCC(=O)NC1(C)CCN(CCO)CC1
COCCC(=O)N(C)CCN[C@@H](C)C(=O)N1CCC(C)CC1,0.718,1.0,COCCC(=O)N(C)CCN[C@@H](C)C(=O)N1CCC(C)CC1
C=C(C)C(C)(C)C(=O)N1CCC(CC)(NC(=O)CCCF)CC1,3.2260000000000004,1.0,C=C(C)C(C)(C)C(=O)N1CCC(CC)(NC(=O)CCCF)CC1
CNC(=O)CCCC(=O)N1CC[C@H](C)C(F)(F)C1,1.406,1.0,CNC(=O)CCCC(=O)N1CC[C@H](C)C(F)(F)C1
CC(C)(CNC(=O)C[C@@]1(O)CCCNC1)C(=O)O,-0.282,1.0,CC(C)(CNC(=O)C[C@@]1(O)CCCNC1)C(=O)O
CCCC[C@@H](CC)CC(=O)N1CCC(NC(=O)N(C)C)CC1,2.855,1.0,CCCC[C@@H](CC)CC(=O)N1CCC(NC(=O)N(C)C)CC1
CCNC(=O)[C@@H](NC(=O)N1CCC[C@@H](S(C)(=O)=O)C1)C(C)C,0.366,1.0,CCNC(=O)[C@@H](NC(=O)N1CCC[C@@H](S(C)(=O)=O)C1)C(C)C
CNC(=O)NCC(=O)N[C@@H]1CCN(CCCF)C[C@@H]1O,-1.1740000000000002,1.0,CNC(=O)NCC(=O)N[C@@H]1CCN(CCCF)C[C@@H]1O
Cn1nc(C(=O)NCCCNCCO)cc1C(F)(F)F,0.141,1.0,Cn1nc(C(=O)NCCCNCCO)cc1C(F)(F)F
CC[C@H](CNC(C)=O)NC(=O)[C@@H](C)c1cnn(C)c1,0.555,1.0,CC[C@H](CNC(C)=O)NC(=O)[C@@H](C)c1cnn(C)c1
CCOC(=O)CO/N=C(\C(=O)N/C(C)=C\C(C)=O)c1cc[nH]n1,0.303,1.0,CCOC(=O)CO/N=C(\C(=O)N/C(C)=C\C(C)=O)c1cc[nH]n1
CCOCCn1cc(C(=O)N[C@@H](CCO)C(F)(F)F)cn1,0.963,1.0,CCOCCn1cc(C(=O)N[C@@H](CCO)C(F)(F)F)cn1
CCCCCn1cc(CNC[C@@H](O)CC(C)(C)C#N)c(C)n1,2.772,1.0,CCCCCn1cc(CNC[C@@H](O)CC(C)(C)C#N)c(C)n1
Cn1nccc1C(=O)NCCNCCCS(C)(=O)=O,-0.826,1.0,Cn1nccc1C(=O)NCCNCCCS(C)(=O)=O
CCN[C@H](C)C[C@@H](C)NC(=O)c1cn(C)nc1COC,1.073,1.0,CCN[C@H](C)C[C@@H](C)NC(=O)c1cn(C)nc1COC
COC[C@@](C)(O)CNC(=O)C(=O)c1cnn(C)c1,-0.884,1.0,COC[C@@](C)(O)CNC(=O)C(=O)c1cnn(C)c1
C=CC[C@H](NC(=O)c1cn(CCCC)nc1C)C(=O)OCC,2.229,1.0,C=CC[C@H](NC(=O)c1cn(CCCC)nc1C)C(=O)OCC
NC(=O)[C@H](CO)NC(=O)C[C@@H](n1cccn1)C(F)(F)F,-0.6609999999999999,1.0,NC(=O)[C@H](CO)NC(=O)C[C@@H](n1cccn1)C(F)(F)F
C[C@@H](NCCNC(=O)CCn1cccn1)C(=O)NC(N)=O,-1.4380000000000002,1.0,C[C@@H](NCCNC(=O)CCn1cccn1)C(=O)NC(N)=O
CC(=O)N[C@@H](CO)C(=O)NCC(=O)NCCn1nc(C)cc1C,-1.771,1.0,CC(=O)N[C@@H](CO)C(=O)NCC(=O)NCCn1nc(C)cc1C
Cc1cnn(CCC(=O)N(C)C[C@@H](O)CNC/C(Cl)=C/Cl)c1,1.31,1.0,Cc1cnn(CCC(=O)N(C)C[C@@H](O)CNC/C(Cl)=C/Cl)c1
COC(=O)[C@H](CO)NC(=O)COCc1ccnn1C,-1.413,1.0,COC(=O)[C@H](CO)NC(=O)COCc1ccnn1C
CCC(CC)CNC(=O)C(=O)NCc1cc[nH]n1,0.578,1.0,CCC(CC)CNC(=O)C(=O)NCc1cc[nH]n1
CC[C@@H](CC(C)C)C(=O)NC[C@H](C)CNC(=O)c1c[nH]nc1C,2.273,1.0,CC[C@@H](CC(C)C)C(=O)NC[C@H](C)CNC(=O)c1c[nH]nc1C
COCCNC(=O)CNC(=O)c1ccnn1CCN(C)C,-1.063,1.0,COCCNC(=O)CNC(=O)c1ccnn1CCN(C)C
CSCCCCCNC(=O)/C=C\c1c(C)nn(C)c1Cl,3.045,1.0,CSCCCCCNC(=O)/C=C\c1c(C)nn(C)c1Cl
CC(C)C[C@H](CNC(=O)c1cc(C(F)(F)F)nn1C)C(=O)O,1.916,1.0,CC(C)C[C@H](CNC(=O)c1cc(C(F)(F)F)nn1C)C(=O)O
CCC[C@@H](C)CC(=O)N[C@H](C)CN(C)C(=O)c1n[nH]cc1C,2.121,1.0,CCC[C@@H](C)CC(=O)N[C@H](C)CN(C)C(=O)c1n[nH]cc1C
C#CC[C@H](CO)NC(=O)c1n[nH]c(C)c1[N+](=O)[O-],-0.26,1.0,C#CC[C@H](CO)NC(=O)c1n[nH]c(C)c1[N+](=O)[O-]
CC(C)C(=O)NCC[C@@H](C)NC(=O)Cn1cccn1,0.55,1.0,CC(C)C(=O)NCC[C@@H](C)NC(=O)Cn1cccn1
Cc1n[nH]c(C)c1CC(=O)NCCN(C)C(=O)CCCN(C)C,0.485,1.0,Cc1n[nH]c(C)c1CC(=O)NCCN(C)C(=O)CCCN(C)C
CCCCC(=O)N(CC)CCNC(=O)c1c(Cl)cnn1C,1.842,1.0,CCCCC(=O)N(CC)CCNC(=O)c1c(Cl)cnn1C
C=CCCOCC(=O)Nc1cc(C)n([C@@H](C)CC)n1,2.694,1.0,C=CCCOCC(=O)Nc1cc(C)n([C@@H](C)CC)n1
C[C@H](CNC(=O)[C@H](C)NC(N)=O)NC(=O)Cn1cccn1,-1.439,1.0,C[C@H](CNC(=O)[C@H](C)NC(N)=O)NC(=O)Cn1cccn1
CCC[C@@H](CNC(=O)C(=O)NCc1ccn(C)n1)OCC,0.358,1.0,CCC[C@@H](CNC(=O)C(=O)NCc1ccn(C)n1)OCC
CCn1ccc(CN[C@@H](C)C[C@@H](C)NC(=O)CC(F)(F)F)n1,2.228,1.0,CCn1ccc(CN[C@@H](C)C[C@@H](C)NC(=O)CC(F)(F)F)n1
CCc1nn(C)c(CC)c1CNS(=O)(=O)N(C)C,0.441,1.0,CCc1nn(C)c(CC)c1CNS(=O)(=O)N(C)C
COc1nn(C)cc1C(=O)N(C[C@@H](C)O)[C@@H](C)CO,-0.368,1.0,COc1nn(C)cc1C(=O)N(C[C@@H](C)O)[C@@H](C)CO
CNS(=O)(=O)CC(=O)NC[C@@H](C)N(C)Cc1ccnn1C,-1.094,1.0,CNS(=O)(=O)CC(=O)NC[C@@H](C)N(C)Cc1ccnn1C
CC[C@@H](NC(=O)N[C@@H](C)c1cnn(C)c1C)C(N)=O,0.353,1.0,CC[C@@H](NC(=O)N[C@@H](C)c1cnn(C)c1C)C(N)=O
Cc1cc(CNC[C@@H](C)NC(=O)CCS(C)(=O)=O)nn1C,-0.242,1.0,Cc1cc(CNC[C@@H](C)NC(=O)CCS(C)(=O)=O)nn1C
CC(=O)NCCNC(=O)/C=C/c1cnn(C)c1C,-0.006,1.0,CC(=O)NCCNC(=O)/C=C/c1cnn(C)c1C
